OBJECTID_1,Join_Count,TARGET_FID,OBJECTID,TYPE,CALC_LENGT,DIAMETER,DRAINAGE_A,LENGTH,WIDTH,HEIGHT,SLOPE,ROUGHNESS,FILENUM,INSTALL_DA,LIFE_CYCLE,OWNER,DATA_SOURC,CREATED_BY,LAST_EDITE,LAST_EDI_1,TYPE_USE,ORIG_FID,POINT_X,POINT_Y,ELEVATION,SUBCATCHMENT,OBJECTID_12,NODE_ID,TYPE_1,DRAINAGE_A_1,FLOW_RATE_1,POINT_X_1,POINT_Y_1,CATCHMENT_,HIST_STRU_,FILENUM_1,INSTALL_DA_1,LIFE_CYCLE_1,OWNER_1,DATA_SOURC_1,CREATED_BY_1,LAST_EDITE_1,LAST_EDI_12,DA_SRC_STR,ANCILLARYR,OUTFALL,SWID,TYPE_USE_1
934,1,934,38032,Reinforced Concrete Pipe,195.264724349999995,18, ,195.264000, , , , ,Pre-SWQDC, ,"Constructed, existing ROW",City and County of Honolulu,Pre-SWQDC,Pre-SWQDC,jnolan, , ,599,-157.751738129910734,21.283367975651629,39.3869324,91,2201,22250,Catch Basin, , ,-157.751752537049924,21.283371399370651,4.900000,HWES 38-3-1,Pre-SWQDC, ,"Constructed, existing ROW",City and County of Honolulu,Pre-SWQDC,Pre-SWQDC,jnolan, , ,None,HWES 38,HWES 38-22250, 
935,1,935,38058,Reinforced Concrete Pipe,85.198980349999999,18, ,85.200000, , , , ,Pre-SWQDC, ,"Constructed, existing ROW",City and County of Honolulu,Pre-SWQDC,Pre-SWQDC,jnolan, , ,602,-157.751797969900366,21.284027811834108,55.2328415,91,2197,22225,Catch Basin, , ,-157.751812376140208,21.284031235553130,4.500000,HWES 38-3-3,Pre-SWQDC, ,"Constructed, existing ROW",City and County of Honolulu,Pre-SWQDC,Pre-SWQDC,jnolan, , ,None,HWES 38,HWES 38-22225, 
936,0,936,38058,Reinforced Concrete Pipe,85.198980349999999,18, ,85.200000, , , , ,Pre-SWQDC, ,"Constructed, existing ROW",City and County of Honolulu,Pre-SWQDC,Pre-SWQDC,jnolan, , ,602,-157.751855703677762,21.283972645621134,52.0476570,91,,,,, ,,,,,,,,,,,,,,,,,
937,0,937,38058,Reinforced Concrete Pipe,85.198980349999999,18, ,85.200000, , , , ,Pre-SWQDC, ,"Constructed, existing ROW",City and County of Honolulu,Pre-SWQDC,Pre-SWQDC,jnolan, , ,602,-157.751931088448941,21.283901849191011,48.0780640,91,,,,, ,,,,,,,,,,,,,,,,,
938,1,938,38058,Reinforced Concrete Pipe,85.198980349999999,18, ,85.200000, , , , ,Pre-SWQDC, ,"Constructed, existing ROW",City and County of Honolulu,Pre-SWQDC,Pre-SWQDC,jnolan, , ,602,-157.751971547149139,21.283858960522650,45.9087868,91,58420,22233,Catch Basin, , ,-157.751985953389010,21.283862384241672,6.200000,HWES 38-3-2,Pre-SWQDC, ,"Constructed, existing ROW",City and County of Honolulu,Pre-SWQDC,Pre-SWQDC,jnolan, , ,None,HWES 38,HWES 38-22233, 
939,1,939,38060,Reinforced Concrete Pipe,30.310721340000001,18, ,30.311000, , , , ,Pre-SWQDC, ,"Constructed, existing ROW",City and County of Honolulu,Pre-SWQDC,Pre-SWQDC,jnolan, , ,603,-157.749768773809848,21.283574450100843,122.6852493,91,2200,22244,Catch Basin, , ,-157.749783180049690,21.283577873819866,4.400000,HWES 38-6-2,Pre-SWQDC, ,"Constructed, existing ROW",City and County of Honolulu,Pre-SWQDC,Pre-SWQDC,jnolan, , ,None,HWES 38,HWES 38-22244, 
940,1,940,38060,Reinforced Concrete Pipe,30.310721340000001,18, ,30.311000, , , , ,Pre-SWQDC, ,"Constructed, existing ROW",City and County of Honolulu,Pre-SWQDC,Pre-SWQDC,jnolan, , ,603,-157.749837338122632,21.283627674677518,122.0330887,91,57492,22241,Man Hole, , ,-157.749851745261793,21.283631098396540,5.200000, ,Pre-SWQDC, ,"Constructed, existing ROW",City and County of Honolulu,Pre-SWQDC,Pre-SWQDC,jnolan, , ,None,HWES 38,HWES 38-22241, 
941,1,941,38079,Reinforced Concrete Pipe,21.727922339999999,18, ,15, , , , ,Pre-SWQDC, ,"Constructed, existing ROW",City and County of Honolulu,Pre-SWQDC,Pre-SWQDC,jnolan, , ,604,-157.755217391969040,21.287920119917658,76.2690735,37,18948,20633,Catch Basin, , ,-157.755231799108202,21.287923542737360,5,HWES 28-2-1,Pre-SWQDC, ,"Constructed, existing ROW",City and County of Honolulu,Pre-SWQDC,Pre-SWQDC,jnolan, , ,None,HWES 28,HWES 28-20633, 
942,1,942,38079,Reinforced Concrete Pipe,21.727922339999999,18, ,15, , , , ,Pre-SWQDC, ,"Constructed, existing ROW",City and County of Honolulu,Pre-SWQDC,Pre-SWQDC,jnolan, , ,604,-157.755189944660202,21.287866119226067,74.9119339,37,14258,20635,Man Hole, , ,-157.755204350900044,21.287869542945089, , ,Pre-SWQDC, ,"Constructed, existing ROW",City and County of Honolulu,Pre-SWQDC,Pre-SWQDC,jnolan, , ,None,HWES 28,HWES 28-20635, 
943,1,943,38082,Reinforced Concrete Pipe,21.626789809999998,18, ,21.627000, , , , ,Pre-SWQDC, ,"Constructed, existing ROW",City and County of Honolulu,Pre-SWQDC,Pre-SWQDC,jnolan, , ,605,-157.754556545847890,21.290770467183336,125.0205917,48,55756,20526,Catch Basin, , ,-157.754570952087732,21.290773890902415, ,HWES 22-6-2,Pre-SWQDC, ,"Constructed, existing ROW",City and County of Honolulu,Pre-SWQDC,Pre-SWQDC,jnolan, , ,None,HWES 22,HWES 22-20526, 
944,1,944,38082,Reinforced Concrete Pipe,21.626789809999998,18, ,21.627000, , , , ,Pre-SWQDC, ,"Constructed, existing ROW",City and County of Honolulu,Pre-SWQDC,Pre-SWQDC,jnolan, , ,605,-157.754614597985267,21.290746292507436,125.6902695,48,2568,20528,Man Hole, , ,-157.754629004225137,21.290749716226458, , ,Pre-SWQDC, ,"Constructed, existing ROW",City and County of Honolulu,Pre-SWQDC,Pre-SWQDC,jnolan, , ,None,HWES 22,HWES 22-20528, 
945,1,945,38083,Reinforced Concrete Pipe,77.110607169999994,18, ,77.110000, , , , ,Pre-SWQDC, ,"Constructed, existing ROW",City and County of Honolulu,Pre-SWQDC,Pre-SWQDC,jnolan, , ,606,-157.753151329070562,21.289716537288427,175.5730438,89,53050,20561,Catch Basin, , ,-157.753165735310404,21.289719960108130, ,HWES 25-25-1,Pre-SWQDC, ,"Constructed, existing ROW",City and County of Honolulu,Pre-SWQDC,Pre-SWQDC,jnolan, , ,None,HWES 25,HWES 25-20561, 
946,1,946,38083,Reinforced Concrete Pipe,77.110607169999994,18, ,77.110000, , , , ,Pre-SWQDC, ,"Constructed, existing ROW",City and County of Honolulu,Pre-SWQDC,Pre-SWQDC,jnolan, , ,606,-157.753034508036080,21.289534673686319,176.2546692,89,29076,20570,Man Hole, , ,-157.753048914275951,21.289538097405341, , ,Pre-SWQDC, ,"Constructed, existing ROW",City and County of Honolulu,Pre-SWQDC,Pre-SWQDC,jnolan, , ,None,HWES 25,HWES 25-20570, 
947,1,947,38187,Reinforced Concrete Pipe,126.689939269999996,18, ,128.819000, , , , ,Pre-SWQDC, ,"Constructed, existing ROW",City and County of Honolulu,Pre-SWQDC,Pre-SWQDC,jnolan,Edited by FILENUM 18154, ,608,-157.755207588459399,21.286302895162521,51.8032303,35,2636,20675,Catch Basin, , ,-157.755221994699269,21.286306318881543,3.500000,HWES 30-1,Pre-SWQDC, ,"Constructed, existing ROW",City and County of Honolulu,Pre-SWQDC,Pre-SWQDC,jnolan, , ,None,HWES 30,HWES 30-20675, 
948,1,948,38187,Reinforced Concrete Pipe,126.689939269999996,18, ,128.819000, , , , ,Pre-SWQDC, ,"Constructed, existing ROW",City and County of Honolulu,Pre-SWQDC,Pre-SWQDC,jnolan,Edited by FILENUM 18154, ,608,-157.754929527075973,21.286534668440254,49.6896820,35,33691,20668,Inlet/Outlet, , ,-157.754943933315843,21.286538092159276, ,HWES 30,Pre-SWQDC, ,"Constructed, existing ROW",City and County of Honolulu,Pre-SWQDC,Pre-SWQDC,jnolan,End of RCP; edited by FILENUM 18154, ,None,HWES 30,HWES 30-20668, 
949,1,949,38188,Reinforced Concrete Pipe,68.431994790000005,18, ,68.432000, , , , ,Pre-SWQDC, ,"Constructed, existing ROW",City and County of Honolulu,Pre-SWQDC,Pre-SWQDC,jnolan, , ,609,-157.752676818880047,21.286066849205781,73.1347427,28,2637,20679,Catch Basin, , ,-157.752691225119918,21.286070272924803, ,HWES 36-7-1,Pre-SWQDC, ,"Constructed, existing ROW",City and County of Honolulu,Pre-SWQDC,Pre-SWQDC,jnolan, , ,None,HWES 36,HWES 36-20679, 
950,1,950,38188,Reinforced Concrete Pipe,68.431994790000005,18, ,68.432000, , , , ,Pre-SWQDC, ,"Constructed, existing ROW",City and County of Honolulu,Pre-SWQDC,Pre-SWQDC,jnolan, , ,609,-157.752509571959138,21.285962356977222,80.4041290,28,36514,20681,Man Hole, , ,-157.752523978199008,21.285965780696245,6, ,Pre-SWQDC, ,"Constructed, existing ROW",City and County of Honolulu,Pre-SWQDC,Pre-SWQDC,jnolan, , ,None,HWES 36,HWES 36-20681, 
951,1,951,38190,Reinforced Concrete Pipe,78.043728279999996,18, ,78.044000, , , , ,Pre-SWQDC, ,"Constructed, existing ROW",City and County of Honolulu,Pre-SWQDC,Pre-SWQDC,jnolan, , ,610,-157.752606323722830,21.288920729008510,182.1188507,89,42903,20602,Man Hole, , ,-157.752620729962700,21.288924151828212, , ,Pre-SWQDC, ,"Constructed, existing ROW",City and County of Honolulu,Pre-SWQDC,Pre-SWQDC,jnolan, , ,None,HWES 25,HWES 25-20602, 
952,1,952,38190,Reinforced Concrete Pipe,78.043728279999996,18, ,78.044000, , , , ,Pre-SWQDC, ,"Constructed, existing ROW",City and County of Honolulu,Pre-SWQDC,Pre-SWQDC,jnolan, , ,610,-157.752388119416139,21.288986581865288,207.4629974,89,7715,20597,Man Hole, , ,-157.752402526555329,21.288990005584367,5,HWES 25-13-1,Pre-SWQDC, ,"Constructed, existing ROW",City and County of Honolulu,Pre-SWQDC,Pre-SWQDC,jnolan, , ,None,HWES 25,HWES 25-20597, 
953,1,953,38191,Reinforced Concrete Pipe,135.188604429999998,30, ,135.190000, , , , ,Pre-SWQDC, ,"Constructed, existing ROW",City and County of Honolulu,Pre-SWQDC,Pre-SWQDC,jnolan, , ,611,-157.755068882422961,21.288913455291777,92.8322220,13,32777,20603,Man Hole, , ,-157.755083288662803,21.288916879010799,5.200000, ,Pre-SWQDC, ,"Constructed, existing ROW",City and County of Honolulu,Pre-SWQDC,Pre-SWQDC,jnolan, , ,None,HWES 25,HWES 25-20603, 
954,1,954,38191,Reinforced Concrete Pipe,135.188604429999998,30, ,135.190000, , , , ,Pre-SWQDC, ,"Constructed, existing ROW",City and County of Honolulu,Pre-SWQDC,Pre-SWQDC,jnolan, , ,611,-157.754693077323623,21.289033664971726,89.8419724,13,33682,20593,Man Hole, , ,-157.754707483563493,21.289037088690748,6.300000, ,Pre-SWQDC, ,"Constructed, existing ROW",City and County of Honolulu,Pre-SWQDC,Pre-SWQDC,jnolan, , ,None,HWES 25,HWES 25-20593, 
955,1,955,38192,Reinforced Concrete Pipe,192.934601469999990,30, ,192.936000, , , , ,Pre-SWQDC, ,"Constructed, existing ROW",City and County of Honolulu,Pre-SWQDC,Pre-SWQDC,jnolan, , ,612,-157.755541537312070,21.288620429189507,93.2429886,13,23530,20608,Man Hole, , ,-157.755555943551911,21.288623852009209,3.6, ,Pre-SWQDC, ,"Constructed, existing ROW",City and County of Honolulu,Pre-SWQDC,Pre-SWQDC,jnolan, , ,None,HWES 25,HWES 25-20608, 
956,1,956,38192,Reinforced Concrete Pipe,192.934601469999990,30, ,192.936000, , , , ,Pre-SWQDC, ,"Constructed, existing ROW",City and County of Honolulu,Pre-SWQDC,Pre-SWQDC,jnolan, , ,612,-157.755068882422961,21.288913455291777,92.8322220,13,32777,20603,Man Hole, , ,-157.755083288662803,21.288916879010799,5.200000, ,Pre-SWQDC, ,"Constructed, existing ROW",City and County of Honolulu,Pre-SWQDC,Pre-SWQDC,jnolan, , ,None,HWES 25,HWES 25-20603, 
957,1,957,38243,Reinforced Concrete Pipe,23.725722330000000,18, ,23.726000, , , , ,Pre-SWQDC, ,"Constructed, existing ROW",City and County of Honolulu,Pre-SWQDC,Pre-SWQDC,jnolan, , ,613,-157.757399423344680,21.288138868314149,195.5883331,56,24464,20619,Catch Basin, , ,-157.757413829584550,21.288142292033228, ,HWES 24-3-1,Pre-SWQDC, ,"Constructed, existing ROW",City and County of Honolulu,Pre-SWQDC,Pre-SWQDC,jnolan, , ,None,HWES 24,HWES 24-20619, 
958,1,958,38243,Reinforced Concrete Pipe,23.725722330000000,18, ,23.726000, , , , ,Pre-SWQDC, ,"Constructed, existing ROW",City and County of Honolulu,Pre-SWQDC,Pre-SWQDC,jnolan, , ,613,-157.757330040648839,21.288132745729683,189.0282440,56,29079,20621,Man Hole, , ,-157.757344446888681,21.288136169448705,8, ,Pre-SWQDC, ,"Constructed, existing ROW",City and County of Honolulu,Pre-SWQDC,Pre-SWQDC,jnolan, , ,None,HWES 24,HWES 24-20621, 
959,1,959,38285,Reinforced Concrete Pipe,88.962683499999997,18, ,65, , , , ,Pre-SWQDC, , ,Private,Pre-SWQDC,Pre-SWQDC,jnolan, , ,616,-157.747340146530519,21.287736309283275,565.4334106,57,11564,25597,Catch Basin, , ,-157.747354553669680,21.287739733002354,4.400000, ,Pre-SWQDC, ,"Constructed, existing ROW",Private,Pre-SWQDC,Pre-SWQDC,jnolan, , ,None,HMB 56,HMB 56-25597, 
960,1,960,38285,Reinforced Concrete Pipe,88.962683499999997,18, ,65, , , , ,Pre-SWQDC, , ,Private,Pre-SWQDC,Pre-SWQDC,jnolan, , ,616,-157.747315553669836,21.287492492284741,548.9250488,57,19013,25598,Catch Basin, , ,-157.747329960809026,21.287495916003763,8.200000, ,Pre-SWQDC, ,"Constructed, existing ROW",Private,Pre-SWQDC,Pre-SWQDC,jnolan, , ,None,HMB 56,HMB 56-25598, 
961,1,961,38286,Reinforced Concrete Pipe,166.273146679999996,42, ,167.313314, , , , ,Pre-SWQDC, , ,Private,Pre-SWQDC,Pre-SWQDC,jnolan, , ,617,-157.746806829671414,21.285206883291096,386.8107300,63,45703,25744,Man Hole, , ,-157.746821235911284,21.285210307010118,9.400000, ,Pre-SWQDC, ,"Constructed, existing ROW",Private,Pre-SWQDC,Pre-SWQDC,jnolan, , ,None,HMB 56,HMB 56-25744, 
962,1,962,38286,Reinforced Concrete Pipe,166.273146679999996,42, ,167.313314, , , , ,Pre-SWQDC, , ,Private,Pre-SWQDC,Pre-SWQDC,jnolan, , ,617,-157.747230707131394,21.284979529281884,362.3227844,63,25351,22206,Catch Basin, , ,-157.747245114270584,21.284982952101586,8.1, ,Pre-SWQDC, ,"Constructed, existing ROW",Private,Pre-SWQDC,Pre-SWQDC,jnolan,Edited by FILENUM 18155, ,None,HMB 56,HMB 56-22206, 
963,1,963,38331,Reinforced Concrete Pipe,108.063101340000003,18, ,97.305000, , , , ,Pre-SWQDC, ,"Constructed, existing ROW",City and County of Honolulu,Pre-SWQDC,Pre-SWQDC,jnolan, , ,618,-157.755808160218379,21.281916756752992,39.8149872,23,2208,22294,Man Hole, , ,-157.755822566458249,21.281920180472014,3.600000, ,Pre-SWQDC, ,"Constructed, existing ROW",City and County of Honolulu,Pre-SWQDC,Pre-SWQDC,jnolan, , ,None,HWES 39,HWES 39-22294, 
964,0,964,38331,Reinforced Concrete Pipe,108.063101340000003,18, ,97.305000, , , , ,Pre-SWQDC, ,"Constructed, existing ROW",City and County of Honolulu,Pre-SWQDC,Pre-SWQDC,jnolan, , ,618,-157.755776641678636,21.281882385563677,39.0646172,23,,,,, ,,,,,,,,,,,,,,,,,
965,0,965,38331,Reinforced Concrete Pipe,108.063101340000003,18, ,97.305000, , , , ,Pre-SWQDC, ,"Constructed, existing ROW",City and County of Honolulu,Pre-SWQDC,Pre-SWQDC,jnolan, , ,618,-157.755653805978341,21.281787360498356,36.2304192,23,,,,, ,,,,,,,,,,,,,,,,,
966,1,966,38331,Reinforced Concrete Pipe,108.063101340000003,18, ,97.305000, , , , ,Pre-SWQDC, ,"Constructed, existing ROW",City and County of Honolulu,Pre-SWQDC,Pre-SWQDC,jnolan, , ,618,-157.755566171541545,21.281725402605275,34.1955261,23,21641,22300,Man Hole, , ,-157.755580577781416,21.281728826324354,4.1, ,WR22875, ,"Constructed, existing ROW",City and County of Honolulu,Other,Pre-SWQDC,jnolan,Edited by DFM Roads Engineers Report, ,None,HWES 39,HWES 39-22300, 
967,1,967,38332,Reinforced Concrete Pipe,389.981760520000023,Other, ,389.985000, , , , ,Pre-SWQDC, ,"Constructed, existing ROW",City and County of Honolulu,Pre-SWQDC,Pre-SWQDC,jnolan,SWQDC data source states DIAMETER as 27 inch; edited by FILENUM 18153, ,619,-157.753820412082320,21.280610176718312,8.8151979,75,31856,22333,Man Hole, , ,-157.753834818322190,21.280613600437334, , ,Pre-SWQDC, ,"Constructed, existing ROW",City and County of Honolulu,Pre-SWQDC,Pre-SWQDC,jnolan, , ,None,HWES 41,HWES 41-22333, 
968,0,968,38332,Reinforced Concrete Pipe,389.981760520000023,Other, ,389.985000, , , , ,Pre-SWQDC, ,"Constructed, existing ROW",City and County of Honolulu,Pre-SWQDC,Pre-SWQDC,jnolan,SWQDC data source states DIAMETER as 27 inch; edited by FILENUM 18153, ,619,-157.753611008541185,21.280689636317732,8.6510181,75,,,,, ,,,,,,,,,,,,,,,,,
969,0,969,38332,Reinforced Concrete Pipe,389.981760520000023,Other, ,389.985000, , , , ,Pre-SWQDC, ,"Constructed, existing ROW",City and County of Honolulu,Pre-SWQDC,Pre-SWQDC,jnolan,SWQDC data source states DIAMETER as 27 inch; edited by FILENUM 18153, ,619,-157.753151408210897,21.280873250899845,8.5648985,75,,,,, ,,,,,,,,,,,,,,,,,
970,1,970,38332,Reinforced Concrete Pipe,389.981760520000023,Other, ,389.985000, , , , ,Pre-SWQDC, ,"Constructed, existing ROW",City and County of Honolulu,Pre-SWQDC,Pre-SWQDC,jnolan,SWQDC data source states DIAMETER as 27 inch; edited by FILENUM 18153, ,619,-157.752763089045288,21.281023009604269,8.7544622,19,2276,22325,Man Hole, , ,-157.752777496184478,21.281026433323291, , ,Pre-SWQDC, ,"Constructed, existing ROW",City and County of Honolulu,Pre-SWQDC,Pre-SWQDC,jnolan, , ,None,HWES 41,HWES 41-22325, 
971,1,971,38333,Reinforced Concrete Pipe,38.175596100000000, , ,38.176000, , , , ,Pre-SWQDC, ,"Constructed, existing ROW",City and County of Honolulu,Pre-SWQDC,Pre-SWQDC,jnolan,originally 99 inch, ,620,-157.750410539914469,21.280528616302661,10.4907637,11,26314,22336,Catch Basin, , ,-157.750424947053631,21.280532040021683,3.7,HWES 43-6-1,Pre-SWQDC, ,"Constructed, existing ROW",City and County of Honolulu,Pre-SWQDC,Pre-SWQDC,jnolan, , ,None,HWES 43,HWES 43-22336, 
972,1,972,38333,Reinforced Concrete Pipe,38.175596100000000, , ,38.176000, , , , ,Pre-SWQDC, ,"Constructed, existing ROW",City and County of Honolulu,Pre-SWQDC,Pre-SWQDC,jnolan,originally 99 inch, ,620,-157.750308767235794,21.280572726250341,11.9760780,11,35542,22335,Man Hole, , ,-157.750323174374955,21.280576149969420,4.600000, ,Pre-SWQDC, ,"Constructed, existing ROW",City and County of Honolulu,Pre-SWQDC,Pre-SWQDC,jnolan, , ,None,HWES 43,HWES 43-22335, 
973,1,973,38411,Reinforced Concrete Pipe,127.744842919999996,18, ,127.746000, , , , ,Pre-SWQDC, ,"Constructed, existing ROW",City and County of Honolulu,Pre-SWQDC,Pre-SWQDC,jnolan, , ,621,-157.753869151739934,21.283751330559483,23.7642498,28,19819,22236,Man Hole, , ,-157.753883557979776,21.283754753379242,3.600000, ,Pre-SWQDC, ,"Constructed, existing ROW",City and County of Honolulu,Pre-SWQDC,Pre-SWQDC,jnolan, , ,None,HWES 37,HWES 37-22236, 
974,0,974,38411,Reinforced Concrete Pipe,127.744842919999996,18, ,127.746000, , , , ,Pre-SWQDC, ,"Constructed, existing ROW",City and County of Honolulu,Pre-SWQDC,Pre-SWQDC,jnolan, , ,621,-157.753621897532526,21.283849401628629,24.6342468,28,,,,, ,,,,,,,,,,,,,,,,,
975,1,975,38411,Reinforced Concrete Pipe,127.744842919999996,18, ,127.746000, , , , ,Pre-SWQDC, ,"Constructed, existing ROW",City and County of Honolulu,Pre-SWQDC,Pre-SWQDC,jnolan, , ,621,-157.753524168205757,21.283889604921399,25.0493965,28,20749,22232,Inlet/Outlet, , ,-157.753538575344948,21.283893028640421, ,HWES 37,Pre-SWQDC, ,"Constructed, existing ROW",City and County of Honolulu,Pre-SWQDC,Pre-SWQDC,jnolan,End of RCP; edited by FILENUM 18154, ,None,HWES 37,HWES 37-22232, 
976,1,976,38412,Reinforced Concrete Pipe,33.182044130000001,18, ,98.851000, , , , ,Pre-SWQDC, ,"Constructed, existing ROW",City and County of Honolulu,Pre-SWQDC,Pre-SWQDC,jnolan, , ,622,-157.754241561898539,21.282114661562446,14.5716391,23,43755,22285,Man Hole, , ,-157.754255968138381,21.282118085281468,5.100000, ,WR22875, ,"Constructed, existing ROW",City and County of Honolulu,Other,Pre-SWQDC,jnolan,Edited by DFM Roads Engineers Report, ,None,HWES 39,HWES 39-22285, 
977,1,977,38412,Reinforced Concrete Pipe,33.182044130000001,18, ,98.851000, , , , ,Pre-SWQDC, ,"Constructed, existing ROW",City and County of Honolulu,Pre-SWQDC,Pre-SWQDC,jnolan, , ,622,-157.754144319105023,21.282120781448953,14.5324697,23,16063,22281,Man Hole, , ,-157.754158725344865,21.282124205167975,5.600000, ,WR22875, ,"Constructed, existing ROW",City and County of Honolulu,Other,Pre-SWQDC,jnolan,Edited by DFM Roads Engineers Report, ,None,HWES 39,HWES 39-22281, 
978,1,978,38417,Reinforced Concrete Pipe,287.236861190000013,18, ,273.018000, , , , ,Pre-SWQDC, ,"Constructed, existing ROW",City and County of Honolulu,Pre-SWQDC,Pre-SWQDC,jnolan,Edited by FILENUM 18154, ,623,-157.752210090523221,21.284687754136598,54.8236427,28,13305,20704,Man Hole, , ,-157.752224496763091,21.284691177855620,5.800000, ,Pre-SWQDC, ,"Constructed, existing ROW",City and County of Honolulu,Pre-SWQDC,Pre-SWQDC,jnolan,Edited by FILENUM 18154, ,None,HWES 36,HWES 36-20704, 
979,1,979,38417,Reinforced Concrete Pipe,287.236861190000013,18, ,273.018000, , , , ,Pre-SWQDC, ,"Constructed, existing ROW",City and County of Honolulu,Pre-SWQDC,Pre-SWQDC,jnolan,Edited by FILENUM 18154, ,623,-157.751392667037919,21.284883483485999,95.8736954,28,32785,20699,Man Hole, , ,-157.751407073277790,21.284886907205077,3.500000, ,Pre-SWQDC, ,"Constructed, existing ROW",City and County of Honolulu,Pre-SWQDC,Pre-SWQDC,jnolan, , ,None,HWES 36,HWES 36-20699, 
980,1,980,38440,Reinforced Concrete Pipe,18.038788419999999,18, ,18.039000, , , , ,Pre-SWQDC, ,"Constructed, existing ROW",City and County of Honolulu,Pre-SWQDC,Pre-SWQDC,jnolan, , ,626,-157.752883599098794,21.290855682443862,222.7656860,89,2567,20525,Man Hole, , ,-157.752898005338636,21.290859105263564,4.200000, ,Pre-SWQDC, ,"Constructed, existing ROW",City and County of Honolulu,Pre-SWQDC,Pre-SWQDC,jnolan, , ,None,HWES 25,HWES 25-20525, 
981,1,981,38440,Reinforced Concrete Pipe,18.038788419999999,18, ,18.039000, , , , ,Pre-SWQDC, ,"Constructed, existing ROW",City and County of Honolulu,Pre-SWQDC,Pre-SWQDC,jnolan, , ,626,-157.752916946859585,21.290894272352830,221.6110992,89,38311,20524,Catch Basin, , ,-157.752931353099427,21.290897696071852,4,HWES 25-28-1,Pre-SWQDC, ,"Constructed, existing ROW",City and County of Honolulu,Pre-SWQDC,Pre-SWQDC,jnolan, , ,None,HWES 25,HWES 25-20524, 
982,1,982,38948,Reinforced Concrete Pipe,52.154817739999999,24,5.020000, , , ,0.099600,0.760000,9847,1992-05-29T00:00:00.000Z, ,Private,SWQDC As-built,SWQDC,jnolan,A50=0.63, ,632,-157.748742284928483,21.288806273191028,565.0280151,55,49508,44111,Man Hole, ,21.090000,-157.748756692067644,21.288809696910050, , ,9847,1992-05-29T00:00:00.000Z,"Constructed, existing ROW",Private,SWQDC As-built,SWQDC,jnolan, , ,None,HWES 50,HWES 50-44111, 
983,1,983,38948,Reinforced Concrete Pipe,52.154817739999999,24,5.020000, , , ,0.099600,0.760000,9847,1992-05-29T00:00:00.000Z, ,Private,SWQDC As-built,SWQDC,jnolan,A50=0.63, ,632,-157.748598736042794,21.288756134188304,569.8643188,55,4396,44124,Man Hole, ,21.090000,-157.748613142282665,21.288759557907326, , ,9847,1992-05-29T00:00:00.000Z,"Constructed, existing ROW",Private,SWQDC As-built,SWQDC,jnolan, , ,None,HWES 50,HWES 50-44124, 
984,0,984,39449,Reinforced Concrete Pipe,12.512673200000000,30, ,127.379000, , , , ,Pre-SWQDC, ,"Constructed, existing ROW",City and County of Honolulu,Pre-SWQDC,Pre-SWQDC,jnolan,Edited by FILENUM 18154, ,635,-157.749276780798766,21.284663987752879,217.3141937,,,,,, ,,,,,,,,,,,,,,,,,
